"pid","yearbuilt","location","totval","bedrooms","bathrooms","halfbaths","multibuilding","zone","neighborhood","landval","acres","exval","address"
"26358",NA,"92 AMITY RD",3700,NA,NA,NA,FALSE,"RS2","2700","3,700",0.09,0,"C/O ACRE GROUP LLC, PO BOX 422, NEW HARTFORD, CT 06057"
"26359",NA,"AMITY RD",49200,NA,NA,NA,FALSE,"BA/RS2","2700","49,200",1.02,0,"165 CHURCH ST, NEW HAVEN, CT 06510"
"26360",NA,"96 AMITY RD",43600,NA,NA,NA,FALSE,"RS2","2700","43,600",0.43,0,"C/O ACRE GROUP LLC, PO BOX 422, NEW HARTFORD, CT 06057"
"26361",NA,"94 AMITY RD",3800,NA,NA,NA,FALSE,"RS2","2700","3,800",0.12,0,"C/O ACRE GROUP LLC, PO BOX 422, NEW HARTFORD, CT 06057"
"26362",1900,"120 SENECA RD",117300,3,1,1,FALSE,"RS2","2700","40,900",0.25,0,"120 SENECA RD, NEW HAVEN, CT 06515"
"26363",1900,"130 SENECA RD",149900,2,2,NA,FALSE,"RS2","2700","39,200",0.17,3000,"130 SENECA RD, NEW HAVEN, CT 06515"
"26364",1958,"134 SENECA RD",117100,3,1,1,FALSE,"RS2","2700","39,600",0.19,5900,"134  SENECA RD, NEW HAVEN, CT 06515"
"26365",1953,"8 FOWLER ST",145200,3,2,1,FALSE,"RS2","2700","39,600",0.19,0,"140 SENECA RD, NEW HAVEN, CT 06515"
"26366",1951,"18 FOWLER ST",147400,4,1,1,FALSE,"RS2","2700","41,300",0.27,0,"1314  EAST LAS OLAS BLVD STE 34, FORT LAUDERDALE, FL 33301"
"26367",1952,"22 FOWLER ST",144500,3,2,0,FALSE,"RS2","2700","39,200",0.17,3200,"22 FOWLER ST, NEW HAVEN, CT 06515"
"26368",1948,"26 FOWLER ST",184800,3,1,1,FALSE,"RS2","2700","38,300",0.14,3200,"26 FOWLER ST, NEW HAVEN, CT 06515"
"26369",1952,"30 FOWLER ST",135100,2,1,0,FALSE,"RS2","2700","38,600",0.15,3200,"30 FOWLER ST, NEW HAVEN, CT 06515"
"26370",1945,"36 FOWLER ST",174000,4,1,1,FALSE,"RS2","2700","40,600",0.23,0,"36 FOWLER ST, NEW HAVEN, CT 06515"
"26371",1955,"42 FOWLER ST",149000,2,1,0,FALSE,"RS2","2700","40,900",0.25,3200,"42 FOWLER ST, NEW HAVEN, CT 06515"
"26372",1974,"50 FOWLER ST",665100,0,0,NA,FALSE,"RS2","2700","47,800",0.95,0,"P O BOX 495, SOUTH BOUND BROOK, NJ 08880"
"26373",1963,"73 FOWLER ST #1R",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"121 NORTONTOWN RD, MADISON, CT 06443"
"26374",1963,"73 FOWLER ST #1L",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"40 TOLLI TER, NEW HAVEN, CT 06512"
"26375",1963,"73 FOWLER ST #2R",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"3660 SUNLAND LN, ESTERO, FL 33928"
"26376",1963,"73 FOWLER ST #2L",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"73 FOWLER ST  2L, NEW HAVEN, CT 06515"
"26377",1963,"77 FOWLER ST #1R",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"18 GLEN DR, ANSONIA, CT 06401"
"26378",1963,"77 FOWLER ST #1L",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"77 FOWLER ST   # 1 L, NEW HAVEN, CT 06515"
"26379",1963,"77 FOWLER ST #2R",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"18 GLEN DR, ANSONIA, CT 06401"
"26380",1963,"77 FOWLER ST #2L",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"21 INDEPENDENCE CIRCLE, MIDDLEBURY, CT 06762"
"26381",1963,"81 FOWLER ST #1R",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"2700 WHITNEY AVE, HSMDEN, CT 06518"
"26382",1963,"81 FOWLER ST #1L",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"49 OWNLY AVE, WEST HAVEN, CT 06516"
"26383",1963,"81 FOWLER ST #2R",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"P.O. BOX 4061, WOODBRIDGE, CT 06525"
"26384",1963,"81 FOWLER ST #2L",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"291 S LAMBERT RD STE 4A, ORANGE, CT 06477"
"26385",1963,"87 FOWLER ST #1R",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"PO BOX 1433, NEW HAVEN, CT 06506"
"26386",1963,"87 FOWLER ST #1L",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"87 FOWLER ST  1L, NEW HAVEN, CT 06511"
"26387",1963,"87 FOWLER ST #2R",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"85 WOODFIELD RD, WOODBRIDGE, CT 06525"
"26388",1963,"87 FOWLER ST #2L",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"18 GLEN DR , ANSONIA, CT 06401"
"26389",1963,"93 FOWLER ST #1R",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"121 NORTONTOWN RD, MADISON, CT 06443"
"26390",1963,"93 FOWLER ST #1L",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"PO BOX 621, ORANGE, CT 06477"
"26391",1963,"93 FOWLER ST #2R",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"93 FOWLER ST, NEW HAVEN, CT 06511"
"26392",1963,"93 FOWLER ST #2L",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"40 TOLLI TER, NEW HAVEN, CT 06512"
"26393",1963,"111 FREDERICK ST #1R",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"18 GLEN DR, ANSONIA, CT 06401"
"26394",1963,"111 FREDERICK ST #1L",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"111 FREDERICK ST, NEW HAVEN, CT 06515-1545"
"26395",1963,"111 FREDERICK ST #2R",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"18 GLEN DR, ANSONIA, CT 06401"
"26396",1963,"111 FREDERICK ST #2L",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"P.O. BOX 4061, WOODBRIDGE, CT 06525"
"26397",1963,"113 FREDERICK ST #1R",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"PO BOX 707, BRANFORD, CT 06405"
"26398",1963,"113 FREDERICK ST #1L",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"PO BOX 1433, NEW HAVEN, CT 06506"
"26399",1963,"113 FREDERICK ST #2R",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"980 RED FOX RD, ORANGE, CT 06477"
"26400",1963,"113 FREDERICK ST #2L",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"33 WEST TERRACE RD, GREAT NECK, NY 11021"
"26401",1963,"115 FREDERICK ST #1R",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"P.O. BOX 1433, NEW HAVEN, CT 06506"
"26402",1963,"115 FREDERICK ST #1L",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"PO BOX 1433, NEW HAVEN, CT 06506"
"26403",1963,"115 FREDERICK ST #2R",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"33 WEST TERRACE RD, GREAT NECK, NY 11021"
"26404",1963,"115 FREDERICK ST #2L",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"PO BOX 707, BRANFORD, CT 06405"
"26405",1963,"117 FREDERICK ST #1R",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"695 WEST TODD ST, HAMDEN, CT 06518"
"26406",1963,"117 FREDERICK ST #1L",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"PO BOX 1433, NEW HAVEN, CT 06506"
"26407",1963,"117 FREDERICK ST #2R",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"117 FREDERICK ST, NEW HAVEN, CT 06515"
"26408",1963,"117 FREDERICK ST #2L",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"117 FREDERICK ST, NEW HAVEN, CT 06511"
"26409",1963,"119 FREDERICK ST #1R",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"119 FREDERICK ST 1R, NEW HAVEN, CT 06515"
"26410",1963,"119 FREDERICK ST #1L",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"PO BOX 1433, NEW HAVEN, CT 06506"
"26411",1963,"119 FREDERICK ST #2R",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"655 CEDAR GROVE RD, ORANGE, CT 06477"
"26412",1963,"119 FREDERICK ST #2L",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"119 FREDERICK ST  UNIT 2L, NEW HAVEN, CT 06515"
"26413",NA,"FOWLER ST",159300,NA,NA,NA,FALSE,"BB","FOW1","145,400",0.16,0,"50 AMITY RD, NEW HAVEN, CT 06515"
"26414",1935,"107 FOWLER ST",227900,0,0,NA,FALSE,"BB","FOW1","145,400",0.16,0,"50 AMITY RD, NEW HAVEN, CT 06515"
"26415",NA,"121 FOWLER ST",171600,NA,NA,NA,FALSE,"BB","FOW1","145,400",0.16,0,"50 AMITY RD, NEW HAVEN, CT 06515"
"26416",NA,"109 FOWLER ST",215600,NA,NA,NA,FALSE,"BB","FOW1","163,100",0.31,0,"50 AMITY RD, NEW HAVEN, CT 06515"
"26417",1957,"30 AMITY RD",495300,0,0,NA,FALSE,"BB","AM1","245,600",0.31,0,"50 AMITY RD, NEW HAVEN, CT 06515"
"26418",1988,"16 AMITY RD",488200,0,0,NA,FALSE,"BB","AM1","246,600",0.31,2600,"25 MAIN ST, HARTFORD, CT 06106"
"26419",1916,"2 AMITY RD",417200,0,0,NA,FALSE,"BB","AM1","246,000",0.31,0,"25 MAIN ST, HARTFORD, CT 06106"
"26420",1930,"15 WRIGHT AV",151300,5,2,0,FALSE,"RS2","2700","38,900",0.16,0,"15 WRIGHT AV, NEW HAVEN, CT 06515"
"26421",1914,"19 WRIGHT AV",137600,3,1,1,FALSE,"RS2","2700","38,900",0.16,3200,"11 MONITOR HILL RD, TRUMBULL, CT 06511"
"26422",1918,"23 WRIGHT AV",197200,3,1,1,FALSE,"RS2","2700","38,900",0.16,3700,"23 WRIGHT AV, NEW HAVEN, CT 06515"
"26423",1925,"27 WRIGHT AV",180300,3,2,0,FALSE,"RS2","2700","38,900",0.16,3700,"27 WRIGHT AV, NEW HAVEN, CT 06515"
"26424",1920,"31 WRIGHT AV",165400,3,1,1,FALSE,"RS2","2700","38,600",0.15,3200,"31 WRIGHT AV, NEW HAVEN, CT 06515"
"26425",1920,"35 WRIGHT AV",182800,4,2,0,FALSE,"RS2","2700","38,900",0.16,0,"35 WRIGHT AV, NEW HAVEN, CT 06511"
"26426",1900,"39 WRIGHT AV",168300,4,2,0,FALSE,"RS2","2700","38,900",0.16,0,"39 WRIGHT AV, NEW HAVEN, CT 06515"
"26427",1960,"53 WRIGHT AV",159200,3,1,1,FALSE,"RS2","2700","38,900",0.16,0,"53 WRIGHT AV, NEW HAVEN, CT 06515"
"26428",1962,"57 WRIGHT AV",135000,3,1,0,FALSE,"RS2","2700","38,900",0.16,0,"57 WRIGHT AV, NEW HAVEN, CT 06515"
"26429",1964,"63 WRIGHT AV",125300,2,1,0,FALSE,"RS2","2700","38,900",0.16,0,"63 WRIGHT AV, NEW HAVEN, CT 06515"
"26430",1962,"99 FREDERICK ST",149800,3,1,1,FALSE,"RS2","2700","39,400",0.18,0,"3000 WHITNEY AVE 116, HAMDEN, CT 06518"
"26431",1949,"150 SENECA RD",198600,3,1,1,FALSE,"RS2","2700","39,900",0.2,3700,"150 SENECA RD, NEW HAVEN, CT 06511"
"26432",1955,"15 FOWLER ST",149000,3,1,0,FALSE,"RS2","2700","39,900",0.2,3200,"15 FOWLER ST, NEW HAVEN, CT 06511"
"26433",1967,"25 FOWLER ST",131200,3,1,1,FALSE,"RS2","2700","39,400",0.18,0,"25 FOWLER ST, NEW HAVEN, CT 06515"
"26434",1952,"33 FOWLER ST",139400,2,1,0,FALSE,"RS2","2700","39,200",0.17,3200,"33 FOWLER ST, NEW HAVEN, CT 06515"
"26435",1959,"39 FOWLER ST",170600,3,2,0,FALSE,"RS2","2700","39,200",0.17,2600,"99 WINTHROP ST, NEW BRITAIN, CT 06052"
"26436",1965,"45 FOWLER ST",199100,2,1,1,FALSE,"RS2","2700","40,600",0.23,3200,"45 FOWLER ST, NEW HAVEN, CT 06511"
"26437",1971,"108 FREDERICK ST",168800,3,2,NA,FALSE,"RS2","2700","39,600",0.19,0,"108 FREDERICK ST, NEW HAVEN, CT 06515"
"26439",1970,"55 FOWLER ST",86700,4,2,NA,FALSE,"RS2","2700","20,300",0.23,0,"P O BOX 495, SOUTH BOUND BROOK, NJ 08880"
"26440",1963,"63 FOWLER ST",179200,3,1,1,FALSE,"RS2","2700","38,900",0.16,6400,"63 FOWLER ST, NEW HAVEN, CT 06515"
"26441",1964,"98 FREDERICK ST",131700,3,1,0,FALSE,"RS2","2700","40,100",0.21,0,"98 FREDERICK ST, NEW HAVEN, CT 06511"
"26442",1963,"134 GREEN HILL TER",187800,3,2,0,FALSE,"RS2","2700","39,900",0.2,3700,"134 GREEN HILL TER, NEW HAVEN, CT 06515"
"26443",1952,"124 GREEN HILL TER",122700,2,1,0,FALSE,"RS2","2700","39,900",0.2,3200,"124 GREEN HILL TER, NEW HAVEN, CT 06515"
"26444",NA,"GREEN HILL TER",700,NA,NA,NA,FALSE,"RS2","2700","700",0.01,0,"145 TOKENEKE DR, NORTH HAVEN, CT 06473"
"26445",1950,"118 GREEN HILL TER",140600,3,1,1,FALSE,"RS2","2700","40,800",0.24,0,"118 GREEN HILL TER, NEW HAVEN, CT 06515"
"26446",1950,"112 GREEN HILL TER",182700,3,2,0,FALSE,"RS2","2700","40,800",0.24,0,"112 GREEN HILL TERR, NEW HAVEN, CT 06515"
"26447",1950,"106 GREEN HILL TER",165400,3,2,NA,FALSE,"RS2","2700","40,200",0.21,0,"106 GREEN HILL TER, NEW HAVEN, CT 06511"
"26448",1949,"100 GREEN HILL TER",144400,3,1,0,FALSE,"RS2","2700","38,000",0.13,0,"100 GREEN HILL TER, NEW HAVEN, CT 06515"
"26449",1950,"96 GREEN HILL TER",134300,2,1,0,FALSE,"RS2","2700","38,000",0.13,3200,"96 GREEN HILL TER, NEW HAVEN, CT 06515"
"26450",1946,"90 GREEN HILL TER",137000,3,1,1,FALSE,"RS2","2700","38,000",0.13,3200,"90 GREEN HILL TER, NEW HAVEN, CT 06511"
"26451",1957,"341 FAIRFIELD ST",140300,2,1,1,FALSE,"RS2","2700","40,600",0.23,3200,"341 FAIRFIELD ST, NEW HAVEN, CT 06511"
"26452",1955,"345 FAIRFIELD ST",160600,3,1,0,FALSE,"RS2","2700","44,000",0.47,0,"345 FAIRFIELD ST, NEW HAVEN, CT 06515"
"26453",1945,"154 SENECA RD",170300,3,1,1,FALSE,"RS2","2700","43,900",0.46,3700,"154 SENECA RD, NEW HAVEN, CT 06515"
"26454",1974,"86 AMITY RD",663300,0,0,NA,FALSE,"BB","AM1","161,300",0.22,0,"86 AMITY RD, NEW HAVEN, CT 06515"
"26455",1960,"80 AMITY RD",343400,0,0,NA,FALSE,"BB","AM1","241,100",0.28,0,"1081 NEW HAVEN RD 1J, NAUGATUCK, CT 06770"
"26458",1968,"50 AMITY RD",6376100,0,0,NA,FALSE,"BB","AM1","1,115,100",3.59,107700,"50 AMITY RD, NEW HAVEN, CT 06515"
"26459",1950,"102 FOWLER ST",494000,0,0,NA,FALSE,"BB","FOW1","194,100",1.26,0,"50 AMITY RD, NEW HAVEN, CT 06515"
"26460",1963,"74 FOWLER ST #1R",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"33 WEST TERRACE RD, GREAT NECK, NY 11021"
"26461",1963,"74 FOWLER ST #IL",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"P.O. BOX 1433, NEW HAVEN, CT 06506"
"26462",1963,"74 FOWLER ST #2R",38700,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"150 MT. VERNON ST, CHICOPEE, MA 01013"
"26463",1963,"74 FOWLER ST #2L",38800,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"18 GLEN DR, ANSONIA, CT 06401"
"26464",1963,"76 FOWLER ST #1R",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"121 NORTONTOWN RD, MADISON, CT 06443"
"26465",1963,"76 FOWLER ST #1L",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"PO BOX 1433, NEW HAVEN, CT 06506"
"26466",1963,"76 FOWLER ST #2R",38700,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"40 TOLLI TER, NEW HAVEN, CT 06512"
"26467",1963,"76 FOWLER ST #2L",38800,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"PO BOX 707, BRANFORD, CT 06405"
"26468",1963,"78 FOWLER ST #1R",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"PO BOX 1433, NEW HAVEN, CT 06506"
"26469",1963,"78 FOWLER ST #1L",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"PO BOX 1433, NEW HAVEN, CT 06506"
"26470",1963,"78 FOWLER ST #2R",38800,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"655 CEDAR GROVE RD, ORANGE, CT 06477"
"26471",1963,"78 FOWLER ST #2L",38700,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"78 FOWLER ST UNIT 2L, NEW HAVEN, CT 06515"
"26472",1963,"80 FOWLER ST #1R",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"80 FOWLER ST 1R, NEW HAVEN, CT 06515"
"26473",1963,"80 FOWLER ST #1L",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"1789 LITCHFIELD TNPK, WOODBRIDGE, CT 06525"
"26474",1963,"80 FOWLER ST #2R",38800,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"80 FOWLER ST 2R, NEW HAVEN, CT 06515"
"26475",1963,"80 FOWLER ST #2L",38700,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"33 WEST TERRACE RD, GREAT NECK, NY 11021"
"26476",1963,"90 FOWLER ST #1R",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"PO BOX 1433, NEW HAVEN, CT 06506"
"26477",1963,"90 FOWLER ST #1L",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"18 GLEN DR, ANSONIA, CT 06401"
"26478",1963,"90 FOWLER ST #2R",38800,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"62 ASYLUM ST, NEW HAVEN, CT 06519"
"26479",1963,"90 FOWLER ST #2L",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"18 GLEN DR, ANSONIA, CT 06401"
"26480",1963,"92 FOWLER ST #1R",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"92 FOWLER ST, NEW HAVEN, CT 06511"
"26481",1963,"92 FOWLER ST #1L",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"92 FOWLER ST 1L, NEW HAVEN, CT 06515"
"26482",1963,"92 FOWLER ST #2R",38800,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"88 FRONT ST # F, NEW HAVEN, CT 06513"
"26483",1963,"92 FOWLER ST #2L",38700,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"62 ASYLUM ST, NEW HAVEN, CT 06519"
"26484",1963,"94 FOWLER ST #1R",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"980 RED FOX RD, ORANGE, CT 06477"
"26485",1963,"94 FOWLER ST #1L",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"980 RED FOX RD, ORANGE, CT 06477"
"26486",1963,"94 FOWLER ST #2R",38700,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"94 FOWLER ST, NEW HAVEN, CT 06511"
"26487",1963,"94 FOWLER ST #2L",38800,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"94  FOWLER ST UNIT 2L, NEW HAVEN, CT 06515"
"26488",1963,"96 FOWLER ST #1R",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"96 FOWLER ST, NEW HAVEN, CT 06511"
"26489",1963,"96 FOWLER ST #1L",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"C/O ATTY NEIL CRANE, 2700 WHITNEY AVE, HAMDEN, CT 06518"
"26490",1963,"96 FOWLER ST #2R",38700,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"45 E POINT LOOKOUT, MILFORD, CT 06460"
"26491",1963,"96 FOWLER ST #2L",38700,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"PO BOX 621, ORANGE, CT 06477"
"26492",1963,"98 FOWLER ST #1R",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"C/O ATTY NEIL CRANE, 2700 WHITNEY AVE, HAMDEN, CT 06518"
"26493",1963,"98 FOWLER ST #1L",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"C/O ATTY NEIL CRANE, 2700 WHITNEY AVE, HAMDEN, CT 06518"
"26494",1963,"98 FOWLER ST #2R",38700,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"1014 CAMPBELL AVE, UNIT 26, WEST HAVEN, CT 06516"
"26495",1963,"98 FOWLER ST #2L",38700,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"C/O ATTY NEIL CRANE, 2700 WHITNEY AVE, HAMDEN, CT 06518"
"26496",1963,"100 FOWLER ST #1R",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"129 FIRST ST, HAMDEN, CT 06514"
"26497",1963,"100 FOWLER ST #1L",38600,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"18 GLEN DR, ANSONIA, CT 06401"
"26498",1963,"100 FOWLER ST #2R",38800,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"PO BOX 707, BRANFORD, CT 06405"
"26499",1963,"100 FOWLER ST #2L",38700,NA,NA,NA,FALSE,"BB/RS2","2700","0",0,0,"18 GLEN DRIVE, ANSONIA, CT 06401"
"26500",NA,"SENECA RD",42800,NA,NA,NA,FALSE,"RS2","2700","42,800",0.37,0,"333 CHABANEL ST WEST SUITE 410, MONTREAL QUEBEC, CN H2N 2E7"
"26501",1957,"6 SENECA RD",180300,3,1,1,FALSE,"RS2","2700","43,400",0.42,3700,"6 SENECA ROAD, NEW HAVEN, CT 06515"
"26502",1953,"14 SENECA RD",141600,3,1,0,FALSE,"RS2","2700","42,500",0.34,3200,"47 CENTERBROOK RD, HAMDEN, CT 06518"
"26503",1958,"20 SENECA RD",178200,3,2,0,FALSE,"RS2","2700","42,800",0.37,3700,"20 SENECA ROAD, NEW HAVEN, CT 06515"
"26504",1970,"34 SENECA RD",203400,4,2,0,FALSE,"RS2","2700","41,600",0.29,3400,"34 SENECA RD, NEW HAVEN, CT 06515"
"26505",1952,"40 SENECA RD",183000,3,1,0,FALSE,"RS2","2700","40,800",0.24,3700,"40 SENECA RD, NEW HAVEN, CT 06515"
"26506",1965,"50 SENECA RD",182000,3,1,2,FALSE,"RS2","2700","40,400",0.22,3200,"50 SENECA RD, NEW HAVEN, CT 06511"
"26507",1955,"60 SENECA RD",142100,2,1,0,FALSE,"RS2","2700","43,100",0.39,0,"60 SENECA RD, NEW HAVEN, CT 06515"
"26508",1955,"135 SENECA RD",158600,3,1,0,FALSE,"RS2","2700","40,800",0.24,3700,"135 SENECA ROAD, NEW HAVEN, CT 06515"
"26509",1955,"149 SENECA RD",158400,3,1,1,FALSE,"RS2","2700","37,000",0.1,3700,"149 SENECA RD, NEW HAVEN, CT 06515"
"26510",1952,"216 LAWNCREST RD",172200,3,1,1,FALSE,"RS2","2700","38,900",0.16,3700,"216 LAWNCREST ROAD, NEW HAVEN, CT 06515"
"26511",1950,"212 LAWNCREST RD",151700,4,1,1,FALSE,"RS2","2700","38,400",0.15,0,"212 LAWNCREST RD, NEW HAVEN, CT 06515"
"26512",1947,"208 LAWNCREST RD",181300,3,1,1,FALSE,"RS2","2700","38,900",0.16,3700,"208 LAWNCREST RD, NEW HAVEN, CT 06515"
"26513",1949,"198 LAWNCREST RD",176600,3,1,1,FALSE,"RS2","2700","38,900",0.16,3700,"198 LAWNCREST RD, NEW HAVEN, CT 06515"
"26514",1953,"194 LAWNCREST RD",162300,2,1,1,FALSE,"RS2","2700","40,600",0.23,3200,"194 LAWNCREST RD, NEW HAVEN, CT 06515"
"26515",1942,"182 LAWNCREST RD",178800,4,2,0,FALSE,"RS2","2700","40,800",0.24,0,"182 LAWNCREST RD, NEW HAVEN, CT 06515"
"26516",1938,"176 LAWNCREST RD",129500,3,1,0,FALSE,"RS2","2700","38,900",0.16,0,"176 LAWNCREST RD, NEW HAVEN, CT 06515"
"26517",1945,"172 LAWNCREST RD",135400,3,2,0,FALSE,"RS2","2700","38,600",0.15,0,"172 LAWNCREST RD, NEW HAVEN, CT 06515"
"26518",1945,"168 LAWNCREST RD",126400,4,1,0,FALSE,"RS2","2700","38,600",0.15,0,"168 LAWNCREST RD, NEW HAVEN, CT 06515"
"26519",1949,"164 LAWNCREST RD",182700,3,1,0,FALSE,"RS2","2700","40,400",0.22,0,"164 LAWNCREST RD, NEW HAVEN, CT 06511"
"26520",1950,"158 LAWNCREST RD",141400,3,2,0,FALSE,"RS2","2700","40,400",0.22,0,"158 LAWNCREST RD, NEW HAVEN, CT 06515"
"26521",1950,"150 LAWNCREST RD",132800,2,1,1,FALSE,"RS2","2700","38,300",0.14,3700,"150 LAWNCREST RD, NEW HAVEN, CT 06511"
"26522",1945,"146 LAWNCREST RD",157700,5,1,1,FALSE,"RS2","2700","38,300",0.14,3700,"146 LAWNCREST RD, NEW HAVEN, CT 06515"
"26523",1950,"140 LAWNCREST RD",118400,2,1,0,FALSE,"RS2","2700","38,300",0.14,0,"140 LAWNCREST RD, NEW HAVEN, CT 06511"
"26524",1958,"33 SENECA RD",176100,3,2,0,FALSE,"RS2","2700","42,500",0.34,3700,"33 SENECA RD, NEW HAVEN, CT 06515"
"26525",1957,"39 SENECA RD",159000,3,2,0,FALSE,"RS2","2700","42,100",0.32,3200,"39  SENECA RD, NEW HAVEN, CT 06515"
"26526",1957,"47 SENECA RD",168900,2,1,0,FALSE,"RS2","2700","41,900",0.31,4700,"47 SENECA RD, NEW HAVEN, CT 06515"
"26527",1957,"55 SENECA RD",143000,2,1,1,FALSE,"RS2","2700","39,300",0.27,0,"55 SENECA RD, NEW HAVEN, CT 06515"
"26528",1957,"61 SENECA RD",146600,3,1,1,FALSE,"RS2","2700","41,600",0.29,3200,"6 GERALDINE DR, ELLINGTON, CT 06029"
"26529",1955,"67 SENECA RD",207400,4,2,0,FALSE,"RS2","2700","41,400",0.28,3700,"67 SENECA RD, NEW HAVEN, CT 06515"
"26530",1957,"75 SENECA RD",169600,3,1,1,FALSE,"RS2","2700","41,400",0.28,3700,"75 SENECA RD, NEW HAVEN, CT 06511"
